id,numberInStock,cost,productId,createdAt
2dc37d39-ac28-4c40-b19b-1cece10fc445,4000.0,36.575565338134766,fc0d434e-5301-4f19-b8c5-6b4638c6475c,2026-06-03 13:54:12.353000
ab9df2fc-c8c9-4ba5-b7da-9df72277c6d7,4000.0,14.057904243469238,fdb859c8-d5bd-4450-b5c4-ab7ac112d826,2026-06-03 13:54:12.355000
72d42236-f1a3-4bb8-9c23-6fe84178b485,4000.0,3.705742835998535,b261027f-e10d-4a22-9a60-69a6e4e97301,2026-06-03 13:54:12.357000
cfe745a1-e30c-4e54-9bfc-d0803206fdf4,4000.0,15.34807300567627,557bf027-1b43-47b3-8222-a3459c8581e7,2026-06-03 13:54:12.358000
3135a100-17b3-405f-808b-b37808b31253,4000.0,35.63466262817383,a0508bf4-0a8e-4a9f-897a-2c09ed7075d4,2026-06-03 13:54:12.359000
7404fe4d-51c1-4eca-9cc6-86ece7a1bae3,4000.0,34.333560943603516,e5457146-26de-49e8-a70c-5b0b9c0350ef,2026-06-03 13:54:12.361000
6fdd523f-9979-4313-9aaf-43c506437115,4000.0,11.184062004089355,1682d2a6-6949-4883-b239-c91a99f21f29,2026-06-03 13:54:12.363000
9643069a-4cc1-4867-8c67-71076a9dbc21,4000.0,28.358373641967773,cee1f79b-5d10-4079-89bf-56217d01642c,2026-06-03 13:54:12.365000
980a4b6a-8dd3-4841-900e-c67007fefb78,4000.0,9.777725219726562,fb6844cb-30ae-4ecf-abf4-278aa1736b43,2026-06-03 13:54:12.366000
21b7c767-e2d7-4d57-8d41-353a7eb41b3a,4000.0,38.46653747558594,43595f60-f7c4-4523-af75-90d58ec54fa2,2026-06-03 13:54:12.368000
f35f23fa-21e3-4387-98d2-bcfd11567700,-1.0,9.777725219726562,fb6844cb-30ae-4ecf-abf4-278aa1736b43,2026-06-03 13:54:12.415000
bd7cc9f4-435a-4c1b-b8ad-eb88903294e0,-1.0,11.184062004089355,1682d2a6-6949-4883-b239-c91a99f21f29,2026-06-03 13:54:12.417000
