productId,cost,margin,salePrice,effectiveAt
1682d2a6-6949-4883-b239-c91a99f21f29,11.184062004089355,0.25,13.980077505111694,2026-06-03 13:54:12.392000
cee1f79b-5d10-4079-89bf-56217d01642c,28.358373641967773,0.25,35.44796705245972,2026-06-03 13:54:12.393000
a0508bf4-0a8e-4a9f-897a-2c09ed7075d4,35.63466262817383,0.25,44.543328285217285,2026-06-03 13:54:12.394000
fb6844cb-30ae-4ecf-abf4-278aa1736b43,9.777725219726562,0.25,12.222156524658203,2026-06-03 13:54:12.395000
fc0d434e-5301-4f19-b8c5-6b4638c6475c,36.575565338134766,0.25,45.71945667266846,2026-06-03 13:54:12.395000
b261027f-e10d-4a22-9a60-69a6e4e97301,3.705742835998535,0.25,4.632178544998169,2026-06-03 13:54:12.396000
557bf027-1b43-47b3-8222-a3459c8581e7,15.34807300567627,0.25,19.185091257095337,2026-06-03 13:54:12.398000
e5457146-26de-49e8-a70c-5b0b9c0350ef,34.333560943603516,0.25,42.916951179504395,2026-06-03 13:54:12.399000
fdb859c8-d5bd-4450-b5c4-ab7ac112d826,14.057904243469238,0.25,17.572380304336548,2026-06-03 13:54:12.400000
43595f60-f7c4-4523-af75-90d58ec54fa2,38.46653747558594,0.25,48.08317184448242,2026-06-03 13:54:12.401000
